id,locality,post_code,,
28303,Reidsdale,2622,,
28304,Rennie,2646,,
28305,Reno,2722,,
28306,Rhine Falls,2630,,
28307,Richlands,2580,,
28308,Ringwood,2646,,
28309,Riverina,2678,,
28310,Rock Flat,2630,,
28311,Rockton,2632,,
28312,Rocky Plain,2628,,
28313,Rose Valley,2630,,
28314,Rosemeath,2632,,
28315,Rosewood,2652,,
28316,Roslyn,2580,,
28317,Rossi,2621,,
28318,Roto,2675,,
28319,Rowan,2650,,
28320,Royalla,2620,,
28321,Rugby,2583,,
28322,Run-o-waters,2580,,
28323,Ryan,2658,,
28324,Rye Park,2586,,
28325,San Isidore,2650,,
28326,Sandigo,2700,,
28327,Sandy Gully,2729,,
28328,Sanger,2646,,
28329,Sassafras,2622,,
28330,Savernake,2646,,
28331,Sebastopol,2666,,
28332,Shannons Flat,2630,,
28333,Sharps Creek,2729,,
28334,Snowball,2622,,
28335,Snowy Plain,2628,,
28336,South Albury,2640,,
28337,South Gundagai,2722,,
28338,Splitters Creek,2640,,
28339,Springdale,2666,,
28340,Springdale Heights,2641,,
28341,Springfield,2630,,
28342,Springrange,2618,,
28343,Springvale,2650,,
28344,St George,2622,,
28345,Stanbridge,2705,,
28346,Steam Plains,2710,,
28347,Steeple Flat,2631,,
28348,Stockinbingal,2725,,
28349,Stud Park,2710,,
28350,Sutton,2620,,
28351,Tabbita,2652,,
28352,Table Top,2640,,
28353,Talbingo,2720,,
28354,Tallimba,2669,,
28355,Talmalmo,2640,,
28356,Tantangara,2629,,
28357,Tara,2665,,
28358,Taradale,2653,,
28359,Tarago,2580,,
28360,Taralga,2580,,
28361,Tarcutta,2652,,
28362,Tarlo,2580,,
28363,Tarrabandra,2722,,
28364,Tatton,2650,,
28365,Taylors Flat,2586,,
28366,Temora,2666,,
28367,Thalaba,2583,,
28368,Tharbogang,2680,,
28369,The Angle,2620,,
28370,The Brothers,2630,,
28371,The Gap,2650,,
28372,The Ridgeway,2620,,
28373,The Rock,2655,,
28374,Third Creek,2583,,
28375,Thredbo,2625,,
28376,Thredbo Village,2625,,
28377,Thuddungra,2594,,
28378,Thurgoona,2640,,
28379,Tianjara,2622,,
28380,Tinderry,2620,,
28381,Tirrannaville,2580,,
28382,Tocumwal,2714,,
28383,Tolland,2650,,
28384,Tolwong,2622,,
28385,Tombong,2633,,
28386,Tomboye,2622,,
28387,Tooma,2642,,
28388,Tootool,2655,,
28389,Tooyal,2701,,
28390,Touga,2622,,
28391,Towrang,2580,,
28392,Tralee,2620,,
28393,Trungley Hall,2666,,
28394,Tubbul,2594,,
28395,Tuena,2583,,
28396,Tullibigeal,2669,,
28397,Tumbarumba,2653,,
28398,Tumblong,2729,,
28399,Tumorrama,2720,,
28400,Tumut,2720,,
28401,Tumut Plains,2720,,
28402,Tuppal,2714,,
28403,Tuross,2630,,
28404,Turvey Park,2650,,
28405,Ungarie,2669,,
28406,Urana,2645,,
28407,Urangeline,2656,,
28408,Urangeline East,2656,,
28409,Uranquinty,2652,,
28410,Urila,2620,,
28411,Wagga Wagga,2650,,
28412,Wagragobilly,2722,,
28413,Wakool,2710,,
28414,Walbundrie,2642,,
28415,Walla Walla,2659,,
28416,Wallacetown,2650,,
28417,Wallanthery,2675,,
28418,Wallaroo,2618,,
28419,Wallendbeen,2588,,
28420,Walleroobie,2665,,
28421,Wamboin,2620,,
28422,Wambrook,2630,,
28423,Wamoon,2705,,
28424,Wandook,2710,,
28425,Wanganella,2710,,
28426,Wantabadgery,2650,,
28427,Wantagong,2644,,
28428,Wantiool,2663,,
28429,Warburn,2680,,
28430,Wargambegal,2672,,
28431,Warragoon,2710,,
28432,Warrawidgee,2680,,
28433,Warri,2622,,
28434,Waugorah,2711,,
28435,Wayo,2580,,
28436,Wee Jasper,2582,,
28437,Weedallion,2594,,
28438,Weethalle,2669,,
28439,Weja,2669,,
28440,Welaregang,2642,,
28441,Wereboldera,2720,,
28442,Wermatong,2720,,
28443,West Albury,2640,,
28444,West Wyalong,2671,,
28445,Westdale,2650,,
28446,Westwood,2729,,
28447,Wheeo,2583,,
28448,Whitton,2705,,
28449,Wiarborough,2580,,
28450,Widgelli,2680,,
28451,Widgiewa,2700,,
28452,Willbriggie,2680,,
28453,Williamsdale,2620,,
28454,Willie Ploma,2722,,
28455,Willigobung,2653,,
28456,Willurah,2710,,
28457,Windellama,2580,,
28458,Windowie,2720,,
28459,Winifred,2631,,
28460,Wirlinga,2640,,
28461,Wog Wog,2622,,
28462,Wollogorang,2581,,
28463,Wombat,2587,,
28464,Wombeyan Caves,2580,,
28465,Wondalga,2729,,
28466,Woodhouselee,2580,,
28467,Woolgarlo,2582,,
28468,Woomargama,2644,,
28469,Wowagin,2580,,
28470,Wrathall,2642,,
28471,Wyalong,2671,,
28472,Wyanbene,2622,,
28473,Wyangle,2720,,
28474,Wymah,2640,,
28475,Yaddra,2669,,
28476,Yalbraith,2580,,
28477,Yallakool,2710,,
28478,Yanco,2703,,
28479,Yanga,2711,,
28480,Yaouk,2629,,
28481,Yarra,2580,,
28482,Yarragundry,2650,,
28483,Yarrangobilly,2720,,
28484,Yarrow,2620,,
28485,Yass,2582,,
28486,Yass River,2582,,
28487,Yathella,2650,,
28488,Yaven Creek,2729,,
28489,Yenda,2681,,
28490,Yerong Creek,2642,,
28491,Yoogali,2680,,
28492,Young,2594,,
28493,Yuluma,2645,,
28494,Aarons Pass,2850,,
28495,Abercrombie,2795,,
28496,Abercrombie River,2795,,
28497,Akolele,2546,,
28498,Albert,2873,,
28499,Alectown,2870,,
28500,Amaroo,2866,,
28501,Angledale,2550,,
28502,Angledool,2832,,
28503,Apple Tree Flat,2850,,
28504,Apsley,2820,,
28505,Arkell,2795,,
28506,Arkstone,2795,,
28507,Armatree,2831,,
28508,Arthurville,2820,,
28509,Avisford,2850,,
28510,Babinda,2825,,
28511,Back Forest,2535,,
28512,Bakers Swamp,2820,,
28513,Bald Hills,2549,,
28514,Bald Ridge,2795,,
28515,Baldry,2867,,
28516,Balladoran,2831,,
28517,Ballimore,2830,,
28518,Ballyroe,2795,,
28519,Bamarang,2540,,
28520,Bandon,2871,,
28521,Bangalee,2541,,
28522,Bara,2850,,
28523,Barbigal,2830,,
28524,Barigan,2850,,
28525,Barneys Reef,2852,,
28526,Barragga Bay,2546,,
28527,Barringella,2540,,
28528,Barringun,2840,,
28529,Barry,2799,,
28530,Basin View,2540,,
28531,Batehaven,2536,,
28532,Batemans Bay,2536,,
28533,Bathampton,2795,,
28534,Bathurst,2795,,
28535,Bathurst,2796,,
28536,Bawley Point,2539,,
28537,Bearbong,2827,,
28538,Beargamil,2870,,
28539,Bedgerebong,2871,,
28540,Beecroft Peninsula,2540,,
28541,Beemunnel,2824,,
28542,Bega,2550,,
28543,Beilpajah,2878,,
28544,Belgravia,2800,,
28545,Bellawongarah,2535,,
28546,Belowra,2545,,
28547,Bemboka,2550,,
28548,Ben Buckley,2850,,
28549,Ben Bullen,2790,,
28550,Benandarah,2536,,
28551,Bendalong,2539,,
28552,Bendick Murrell,2803,,
28553,Beni,2830,,
28554,Benolong,2830,,
28555,Bergalia,2537,,
28556,Bermagui,2546,,
28557,Berrambool,2548,,
28558,Berrara,2540,,
28559,Berry,2535,,
28560,Berry Mountain,2535,,
28561,Beryl,2852,,
28562,Bewong,2540,,
28563,Biddon,2827,,
28564,Billeroy,2831,,
28565,Billimari,2804,,
28566,Billywillinga,2795,,
28567,Bimbi,2810,,
28568,Bimbimbie,2536,,
28569,Bindogundra,2870,,
28570,Bingie,2537,,
28571,Biraganbil,2852,,
28572,Birriwa,2844,,
28573,Black Hollow,2828,,
28574,Black Range,2550,,
28575,Black Springs,2787,,
28576,Blackmans Flat,2790,,
28577,Blayney,2799,,
28578,Bloomfield,2800,,
28579,Bobadah,2825,,
28580,Bocoble,2850,,
28581,Bocobra,2865,,
28582,Bodalla,2545,,
28583,Bodangora,2820,,
28584,Bogan,2825,,
28585,Bogan,2839,,
28586,Bogan Gate,2876,,
28587,Bogee,2849,,
28588,Bolong,2540,,
28589,Bomaderry,2541,,
28590,Bombira,2850,,
28591,Boolijah,2540,,
28592,Boomey,2866,,
28593,Boona Mount,2877,,
28594,Boorooma,2832,,
28595,Boothenba,2830,,
28596,Boree,2864,,
28597,Borenore,2800,,
28598,Botfields,2876,,
28599,Botobolar,2850,,
28600,Bourbah,2828,,
28601,Bourke,2840,,
28602,Bournda,2550,,
28603,Bournewood,2868,,
28604,Bowan Park,2864,,
28605,Bowenfels,2790,,
28606,Box Ridge,2795,,
28607,Boydtown,2551,,
28608,Breakfast Creek,2849,,
28609,Bream Beach,2540,,
28610,Breelong,2827,,
28611,Brenda,2831,,
28612,Brewarrina,2839,,
28613,Brewongle,2795,,
28614,Broadwater,2549,,
28615,Brocklehurst,2830,,
28616,Brogans Creek,2848,,
28617,Brogers Creek,2535,,
28618,Brogo,2550,,
28619,Broken Hill,2880,,
28620,Broken Hill North,2880,,
28621,Broken Hill West,2880,,
28622,Brolgan,2870,,
28623,Brooman,2538,,
28624,Broughton,2535,,
28625,Broughton Vale,2535,,
28626,Broughton Village,2535,,
28627,Broulee,2537,,
28628,Browns Creek,2799,,
28629,Browns Mountain,2540,,
28630,Bruah,2830,,
28631,Bruie Plains,2875,,
28632,Bruinbun,2795,,
28633,Brundee,2540,,
28634,Buangla,2540,,
28635,Buckajo,2550,,
28636,Buckaroo,2850,,
28637,Buckenbowra,2536,,
28638,Buddabadah,2825,,
28639,Budden,2849,,
28640,Budderoo,2535,,
28641,Budgee Budgee,2850,,
28642,Bulla,2835,,
28643,Bullagreen,2831,,
28644,Bumbaldry,2794,,
28645,Bumberry,2870,,
28646,Bundaburrah,2871,,
28647,Bundemar,2823,,
28648,Bundewallah,2535,,
28649,Bunga,2550,,
28650,Bungaba,2852,,
28651,Bunglegumbie,2830,,
28652,Burns,2880,,
28653,Burnt Yards,2792,,
28654,Burrabadine,2830,,
28655,Burraga,2795,,
28656,Burragate,2550,,
28657,Burrier,2540,,
28658,Burrill Lake,2539,,
28659,Burroway,2821,,
28660,Burrundulla,2850,,
28661,Butlers Falls,2830,,
28662,Bylong,2849,,
28663,Byng,2798,,
28664,Byrock,2831,,
28665,Cadgee,2545,,
28666,Cadia,2800,,
28667,Caerleon,2850,,
28668,Calarie,2871,,
28669,Callala Bay,2540,,
28670,Callala Beach,2540,,
28671,Caloola,2795,,
28672,Cambewarra,2540,,
28673,Cambewarra Village,2540,,
28674,Camboon,2849,,
28675,Cameron Corner,2880,,
28676,Canadian Lead,2850,,
28677,Canbelego,2835,,
28678,Candelo,2550,,
28679,Canobolas,2800,,
28680,Canonba,2825,,
28681,Canowindra,2804,,
28682,Capertee,2846,,
28683,Caragabal,2810,,
28684,Carcalgong,2850,,
28685,Carcoar,2791,,
28686,Cargo,2800,,
28687,Carinda,2831,,
28688,Carrawabbity,2871,,
28689,Carwell,2849,,
28690,Catalina,2536,,
28691,Cathundral,2823,,
28692,Central Tilba,2546,,
28693,Charbon,2848,,
28694,Charles Sturt University,2795,,
28695,Charlton,2795,,
28696,Chatham Valley,2787,,
28697,Chinnock,2550,,
28698,Clandulla,2848,,
28699,Clarence,2790,,
28700,Clear Creek,2795,,
28701,Clergate,2800,,
28702,Clifton Grove,2800,,
28703,Cobar,2835,,
28704,Cobar Park,2790,,
28705,Cobargo,2550,,
28706,Cockwhy,2539,,
28707,Coggan,2849,,
28708,Coila,2537,,
28709,Collarenebri,2833,,
28710,Collie,2827,,
28711,Collingwood,2850,,
28712,Colo,2795,,
28713,Combara,2829,,
28714,Comberton,2540,,
28715,Come By Chance,2832,,
28716,Comerong Island,2540,,
28717,Comobella,2820,,
28718,Condobolin,2877,,
28719,Congo,2537,,
28720,Conimbia,2829,,
28721,Conjola,2539,,
28722,Conjola Park,2539,,
28723,Conoble,2878,,
28724,Cookamidgera,2870,,
28725,Cooks Gap,2850,,
28726,Cooks Myalls,2870,,
28727,Coolabah,2831,,
28728,Coolagolite,2550,,
28729,Coolah,2843,,
28730,Coolangatta,2535,,
28731,Coolangubra,2550,,
28732,Coolbaggie,2830,,
28733,Coonamble,2829,,
28734,Coopers Gully,2550,,
28735,Cooyal,2850,,
28736,Cope,2852,,
28737,Copi Hollow,2879,,
28738,Copper Hill,2866,,
28739,Copperhannia,2795,,
28740,Corinella,2871,,
28741,Corney Town,2790,,
28742,Corunna,2546,,
28743,Cow Flat,2795,,
28744,Cowra,2794,,
28745,Coxs Creek,2849,,
28746,Coxs Crown,2849,,
28747,Croobyar,2539,,
28748,Cross Roads,2850,,
28749,Crowther,2803,,
28750,Crudine,2795,,
28751,Cryon,2832,,
28752,Cubba,2835,,
28753,Cudal,2864,,
28754,Cudgegong,2850,,
28755,Cudmirrah,2540,,
28756,Culburra Beach,2540,,
28757,Cullen Bullen,2790,,
28758,Cullenbone,2850,,
28759,Cumbandry,2852,,
28760,Cumbijowa,2871,,
28761,Cumbo,2850,,
28762,Cumboogle,2830,,
28763,Cumborah,2832,,
28764,Cumnock,2867,,
28765,Cundumbul,2866,,
28766,Cunjurong Point,2539,,
28767,Curban,2827,,
28768,Curra Creek,2820,,
28769,Curragh,2795,,
28770,Currarong,2540,,
28771,Currowan,2536,,
28772,Cuttagee,2546,,
28773,Dabee,2849,,
28774,Dalmeny,2546,,
28775,Dandaloo,2823,,
28776,Darbys Falls,2793,,
28777,Dark Corner,2795,,
28778,Daroobalgie,2871,,
28779,Delroy Gardens,2830,,
28780,Denhams Beach,2536,,
28781,Depot Beach,2536,,
28782,Derriwong,2877,,
28783,Deua,2537,,
28784,Deua River Valley,2537,,
28785,Devils Hole,2550,,
28786,Dickygundi,2830,,
28787,Dignams Creek,2546,,
28788,Doctor George Mountain,2550,,
28789,Doctors Gap,2790,,
28790,Dog Rocks,2795,,
28791,Dolphin Point,2539,,
28792,Dripstone,2820,,
28793,Dubbo,2830,,
28794,Dubbo East,2830,,
28795,Dubbo Grove,2830,,
28796,Dubbo West,2830,,
28797,Duckmaloi,2787,,
28798,Dunedoo,2844,,
28799,Dungary,2830,,
28800,Dungeree,2849,,
28801,Dunkeld,2795,,
28802,Dunville Loop,2849,,
28803,Duramana,2795,,
28804,Durras North,2536,,
28805,East Lynne,2536,,
28806,Eden,2551,,
28807,Edith,2787,,
28808,Edrom,2551,,
28809,Eenaweena,2824,,
28810,Eglinton,2795,,
28811,Elong Elong,2831,,
28812,Emu Swamp,2800,,
28813,Enngonia,2840,,
28814,Eremerang,2877,,
28815,Erowal Bay,2540,,
28816,Errowanbang,2791,,
28817,Erskine,2830,,
28818,Erudgere,2850,,
28819,Eschol,2830,,
28820,Essington,2795,,
28821,Ettrema,2540,,
28822,Euabalong,2877,,
28823,Euabalong West,2877,,
28824,Euchareena,2866,,
28825,Eugowra,2806,,
28826,Eulimore,2806,,
28827,Eulomogo,2830,,
28828,Eumungerie,2831,,
28829,Eurimbla,2867,,
28830,Euriowie,2880,,
28831,Eurobodalla,2545,,
28832,Eurunderee,2850,,
28833,Evans Plains,2795,,
28834,Fairholme,2871,,
28835,Falls Creek,2540,,
28836,Far Meadow,2535,,
28837,Farnham,2820,,
28838,Fifield,2875,,
28839,Fishermans Paradise,2539,,
28840,Fitzgeralds Mount,2799,,
28841,Fitzgeralds Valley,2795,,
28842,Five Ways,2825,,
28843,Flyers Creek,2798,,
28844,Forbes,2871,,
28845,Fords Bridge,2840,,
28846,Forest Grove,2795,,
28847,Forest Reefs,2798,,
28848,Fosters Valley,2795,,
28849,Four Mile Creek,2800,,
28850,Fowlers Gap,2880,,
28851,Freemantle,2795,,
28852,Frog Rock,2850,,
28853,Frogs Hollow,2550,,
28854,Galambine,2850,,
28855,Ganbenang,2790,,
28856,Garema,2871,,
28857,Garland,2797,,
28858,Garra,2866,,
28859,Garthowen,2795,,
28860,Gemalla,2795,,
28861,Gemville,2836,,
28862,Georges Plains,2795,,
28863,Geurie,2831,,
28864,Gilgandra,2827,,
28865,Gilgooma,2829,,
28866,Gilgunnia,2835,,
28867,Gilmandyke,2795,,
28868,Gin Gin,2823,,
28869,Ginghi,2849,,
28870,Gingkin,2787,,
28871,Girilambone,2831,,
28872,Glanmire,2795,,
28873,Glen Alice,2849,,
28874,Glen Ayr,2850,,
28875,Glen Davis,2846,,
28876,Glenelg,2810,,
28877,Gollan,2820,,
28878,Gongolgon,2839,,
28879,Goobang,2870,,
28880,Goodooga,2831,,
28881,Goolma,2852,,
28882,Gooloogong,2805,,
28883,Goonumbla,2870,,
28884,Gormans Hill,2795,,
28885,Gowan,2795,,
28886,Grattai,2850,,
28887,Grawlin,2871,,
28888,Green Cape,2551,,
28889,Green Gully,2850,,
28890,Greendale,2550,,
28891,Greenethorpe,2809,,
28892,Greenwell Point,2540,,
28893,Gregra,2865,,
28894,Greigs Flat,2549,,
28895,Grenfell,2810,,
28896,Growee,2849,,
28897,Guerilla Bay,2536,,
28898,Gulargambone,2828,,
28899,Gulgong,2852,,
28900,Gumbalie,2840,,
28901,Gumble,2865,,
28902,Gunderbooka,2840,,
28903,Gungalman,2831,,
28904,Gunning Gap,2871,,
28905,Gunningbland,2876,,
28906,Gurnang,2787,,
28907,Guyong,2798,,
28908,Hampton,2790,,
28909,Hargraves,2850,,
28910,Hartley,2790,,
28911,Hartley Vale,2790,,
28912,Hassans Walls,2790,,
28913,Havilah,2850,,
28914,Hayes Gap,2850,,
28915,Hazelgrove,2787,,
28916,Hermidale,2831,,
28917,Hermitage Flat,2790,,
28918,Hill End,2850,,
28919,Hmas Albatross,2540,,
28920,Hmas Creswell,2540,,
28921,Hobbys Yards,2795,,
28922,Home Rule,2850,,
28923,Honeybugle,2825,,
28924,Hovells Creek,2794,,
28925,Hungerford,2840,,
28926,Huntley,2800,,
28927,Huskisson,2540,,
28928,Hyams Beach,2540,,
28929,Hyandra,2830,,
28930,Ilford,2850,,
28931,Illaroo,2540,,
28932,Irymple,2835,,
28933,Isabella,2795,,
28934,Ivanhoe,2878,,
28935,Jaspers Brush,2535,,
28936,Jaunter,2787,,
28937,Jellat Jellat,2550,,
28938,Jemalong,2871,,
28939,Jenolan,2790,,
28940,Jeremadra,2536,,
28941,Jeremy,2795,,
28942,Jerrawangala,2540,,
28943,Jervis Bay,2540,,
28944,Judds Creek,2795,,
28945,Kadina,2870,,
28946,Kains Flat,2850,,
28947,Kalaru,2550,,
28948,Kaleentha,2800,,
28949,Kameruka,2550,,
28950,Kanangra,2787,,
28951,Kandos,2848,,
28952,Kangaroo Flat,2846,,
28953,Kangaroobie,2800,,
28954,Kanimbla,2790,,
28955,Kanoona,2550,,
28956,Kelgoola,2849,,
28957,Kelso,2795,,
28958,Kerrigundi,2835,,
28959,Kerrs Creek,2800,,
28960,Kiacatoo,2877,,
28961,Kiah,2551,,
28962,Kianga,2546,,
28963,Kickabil,2830,,
28964,Killongbutta,2795,,
28965,Kinalung,2880,,
28966,Kinghorne,2540,,
28967,Kings Plains,2799,,
28968,Kings Point,2539,,
28969,Kingswood,2550,,
28970,Kioloa,2539,,
28971,Kiora,2537,,
28972,Kirkconnell,2795,,
28973,Koorawatha,2807,,
28974,Kulwin,2835,,
28975,Laffing Waters,2795,,
28976,Lake Burrendong,2820,,
28977,Lake Conjola,2539,,
28978,Lake Tabourie,2539,,
28979,Lansdale,2873,,
28980,Larras Lee,2866,,
28981,Leadville,2844,,
28982,Lee Creek,2849,,
28983,Lerida,2835,,
28984,Lewis Ponds,2800,,
28985,Lidsdale,2790,,
28986,Lidster,2800,,
28987,Lightning Ridge,2834,,
28988,Lilli Pilli,2536,,
28989,Limekilns,2795,,
28990,Linburn,2850,,
28991,Lithgow,2790,,
28992,Little Forest,2538,,
28993,Little Hartley,2790,,
28994,Little Topar,2880,,
28995,Littleton,2790,,
28996,Llanarth,2795,,
28997,Lochiel,2549,,
28998,Locksley,2795,,
28999,Long Beach,2536,,
29000,Long Point,2800,,
29001,Longreach,2540,,
29002,Loombah,2867,,
29003,Louth,2840,,
29004,Lower Lewis Ponds,2800,,
29005,Lowther,2790,,
29006,Lucknow,2800,,
29007,Lue,2850,,
29008,Lyndhurst,2797,,
29009,Macquarie Marshes,2831,,
29010,Magometon,2829,,
29011,Maitland Bar,2850,,
29012,Maloneys Beach,2536,,
29013,Malua Bay,2536,,
29014,Manara,2878,,
29015,Mandagery,2870,,
29016,Mandurama,2792,,
29017,Manera Heights,2830,,
29018,Manildra,2865,,
29019,Manyana,2539,,
29020,March,2800,,
29021,Marrangaroo,2790,,
29022,Marthaguy,2824,,
29023,Maryvale,2820,,
29024,Mayfield,2540,,
29025,Mayfield,2787,,
29026,Mckellars Park,2790,,
29027,Meadow Flat,2795,,
29028,Mebul,2852,,
29029,Medway,2820,,
29030,Menah,2850,,
29031,Mendooran,2842,,
29032,Menindee,2879,,
29033,Merimbula,2548,,
29034,Meringo,2537,,
29035,Meroo,2850,,
29036,Meroo Meadow,2540,,
29037,Merotherie,2852,,
29038,Merrigal,2827,,
29039,Merrygoen,2831,,
29040,Miamley,2873,,
29041,Miamley North,2873,,
29042,Miandetta,2825,,
29043,Mickibri,2870,,
29044,Milby,2877,,
29045,Milkers Flat,2795,,
29046,Millah Murrah,2795,,
29047,Millingandi,2549,,
29048,Millthorpe,2798,,
29049,Milparinka,2880,,
29050,Milroy,2850,,
29051,Milton,2538,,
29052,Minore,2830,,
29053,Mirador,2548,,
29054,Mitchell,2795,,
29055,Mogareeka,2550,,
29056,Mogendoura,2537,,
29057,Mogilla,2550,,
29058,Mogo,2536,,
29059,Mogo,2850,,
29060,Mogood,2538,,
29061,Mogriguy,2830,,
29062,Mollyan,2842,,
29063,Mollymook,2539,,
29064,Mollymook Beach,2539,,
29065,Molong,2866,,
29066,Mondayong,2540,,
29067,Monivae,2850,,
29068,Montefiores,2820,,
29069,Mookerawa,2820,,
29070,Moolarben,2850,,
29071,Moollattoo,2540,,
29072,Moorbel,2804,,
29073,Moorilda,2795,,
29074,Morans Crossing,2550,,
29075,Morton,2538,,
29076,Morts Estate,2790,,
29077,Moruya,2537,,
29078,Moruya Heads,2537,,
29079,Mossgiel,2878,,
29080,Mossy Point,2537,,
29081,Mount Aquila,2820,,
29082,Mount Arthur,2820,,
29083,Mount Collins,2794,,
29084,Mount David,2795,,
29085,Mount Foster,2824,,
29086,Mount Frome,2850,,
29087,Mount Gipps,2880,,
29088,Mount Harris,2824,,
29089,Mount Hope,2877,,
29090,Mount Kingiman,2539,,
29091,Mount Knowles,2850,,
29092,Mount Lambie,2790,,
29093,Mount Marsden,2849,,
29094,Mount McDonald,2793,,
29095,Mount Olive,2787,,
29096,Mount Panorama,2795,,
29097,Mount Rankin,2795,,
29098,Mount Tenandra,2828,,
29099,Mount Vincent,2850,,
29100,Mount Werong,2787,,
29101,Mozart,2787,,
29102,Mudgee,2850,,
29103,Mugincoble,2870,,
29104,Mulguthrie,2877,,
29105,Mulla,2825,,
29106,Mullamuddy,2850,,
29107,Mullengudgery,2825,,
29108,Mullion Creek,2800,,
29109,Mulyandry,2871,,
29110,Mumbil,2820,,
29111,Mumblebone Plain,2824,,
29112,Mumbulla Mountain,2550,,
29113,Mundamia,2540,,
29114,Munghorn,2850,,
29115,Murga,2864,,
29116,Muriel,2831,,
29117,Murrah,2550,,
29118,Murrawombie,2825,,
29119,Murrumbidgerie,2830,,
29120,Murrumbo,2849,,
29121,Myola,2540,,
29122,Myrtle Mountain,2550,,
29123,Mystery Bay,2546,,
29124,Nadgee,2551,,
29125,Nanardine,2870,,
29126,Nangar,2800,,
29127,Nanima,2820,,
29128,Napoleon Reef,2795,,
29129,Narooma,2546,,
29130,Narrabarba,2551,,
29131,Narrawallee,2539,,
29132,Narromine,2821,,
29133,Nashdale,2800,,
29134,Nebea,2829,,
29135,Neilrex,2831,,
29136,Nelligen,2536,,
29137,Nelson,2550,,
29138,Nelungaloo,2876,,
29139,Nerrigundah,2545,,
29140,Nethercote,2549,,
29141,Neurea,2820,,
29142,Nevertire,2831,,
29143,Neville,2799,,
29144,New Buildings,2550,,
29145,Newbridge,2795,,
29146,Newnes,2790,,
29147,Noona,2835,,
29148,Noonbinna,2794,,
29149,North Batemans Bay,2536,,
29150,North Dubbo,2830,,
29151,North Narooma,2546,,
29152,North Nowra,2541,,
29153,North Yeoval,2868,,
29154,Norway,2787,,
29155,Nowra,2540,,
29156,Nowra,2541,,
29157,Nowra East,2541,,
29158,Nowra Hill,2540,,
29159,Nowra North,2541,,
29160,Nubingerie,2831,,
29161,Nullica,2551,,
29162,Nullo Mountain,2849,,
29163,Numbaa,2540,,
29164,Numbugga,2550,,
29165,Nungatta,2551,,
29166,Nungatta South,2551,,
29167,Nymagee,2831,,
29168,Nyngan,2825,,
29169,Nyrang Creek,2804,,
29170,O'Connell,2795,,
29171,Oaky Park,2790,,
29172,Oberon,2787,,
29173,Obley,2868,,
29174,Old Erowal Bay,2540,,
29175,Olinda,2849,,
29176,Ooma,2871,,
29177,Ootha,2875,,
29178,Ophir,2800,,
29179,Orana Heights,2830,,
29180,Orange,2800,,
29181,Orange East,2800,,
29182,Orient Point,2540,,
29183,Orton Park,2795,,
29184,Oxley,2824,,
29185,Packsaddle,2880,,
29186,Paling Yards,2795,,
29187,Palmers Oaky,2795,,
29188,Pambula,2549,,
